11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:18:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:22 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:23 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:30 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:35 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:18:36 - CPU: 6.6% | Memory: 3.1% (1.6 GB)
12:18:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:45 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:18:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:50 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:18:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:18:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:00 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:19:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:05 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:19:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:10 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:19:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:15 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:19:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:21 - CPU: 5.8% | Memory: 3.1% (1.6 GB)
12:19:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:26 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:19:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:31 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:19:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:35 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:19:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:40 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:19:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:42 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:43 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:19:44 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:19:45 - CPU: 6.1% | Memory: 3.2% (1.6 GB)
12:19:46 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:19:47 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:19:48 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:19:49 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:19:50 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:19:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:19:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:19:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:19:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:19:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:02 - CPU: 7.4% | Memory: 3.1% (1.6 GB)
12:20:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:15 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:20 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:20:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:25 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:20:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:40 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:20:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:45 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:50 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:20:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:20:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:20:59 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:21:00 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:04 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:21:05 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:10 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:14 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:21:15 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:22 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:26 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:21:34 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:36 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:37 - CPU: 6.6% | Memory: 3.1% (1.6 GB)
12:21:38 - CPU: 8.3% | Memory: 3.2% (1.6 GB)
12:21:39 - CPU: 6.7% | Memory: 3.2% (1.6 GB)
12:21:40 - CPU: 9.0% | Memory: 3.2% (1.7 GB)
12:21:41 - CPU: 9.7% | Memory: 3.2% (1.7 GB)
12:21:42 - CPU: 6.2% | Memory: 3.2% (1.7 GB)
12:21:43 - CPU: 6.3% | Memory: 3.2% (1.7 GB)
12:21:44 - CPU: 6.4% | Memory: 3.2% (1.7 GB)
12:21:45 - CPU: 6.4% | Memory: 3.2% (1.7 GB)
12:21:46 - CPU: 6.0% | Memory: 3.2% (1.6 GB)
12:21:47 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:21:48 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:21:49 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:21:50 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:21:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:21:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:56 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:21:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:21:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:01 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:22:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:06 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:16 - CPU: 5.7% | Memory: 3.1% (1.6 GB)
12:22:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:26 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:31 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:36 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:37 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:41 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:46 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:50 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:22:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:22:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:22:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:22:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:05 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:07 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:23:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:10 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:16 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:21 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:23:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:26 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:37 - CPU: 6.7% | Memory: 3.1% (1.6 GB)
12:23:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:46 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:51 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:23:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:54 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:23:56 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:23:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:23:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:11 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:14 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:24:15 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:24:16 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:24 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:24:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:26 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:35 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:24:36 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:51 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:24:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:56 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:24:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:24:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:24:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:25:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:25:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:25:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
